,Name,Year,Countries,Genres,Budget(USD),Domestic(USD),Domestic_Percentage,Foreign(USD),Foreign_Percentage,Worldwide(USD),Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,release_date
3620,unhinged,2020,united states of america,"action, thriller",33000000,20831465,0.4699024722056896,23500000,0.5300975277943104,44331465,90,r,77%,49%,"Rachel is a single mother whose bad day gets even worse when she beeps her horn at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. The initial case of road rage quickly escalates into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge.
            ","Aug 21, 2020, Wide"
3621,united 93,2006,"france, united states of america, united kingdom","crime fiction, history, drama, docudrama",18000000,31567134,0.4066093871149797,46067901,0.5933906128850203,77635035,111,r,83%,90%,"On Sept. 11, 2001, terrorists seize control of United Airlines Flight 93 and three other planes. As realization of the imminent horror dawns on passengers, crew and loved ones on the ground, the courageous acts by those held hostage in the air count down in actual time.
            ","Apr 28, 2006, Wide"
3622,unknown,2011,"united states of america, canada, france, japan, united kingdom, germany","thriller, mystery, action, drama, psychological thriller",40000000,63686397,0.4678589082499696,72436686,0.5321410917500303,136123083,113,pg-13,55%,56%,"After a serious car accident in Berlin, Dr. Martin Harris (Liam Neeson) awakes to find his world in utter chaos. His wife (January Jones) does not recognize him; another man is using his identity, and mysterious assassins are hunting him. The authorities do not believe his claims, and he must go on the run alone. With an unlikely ally (Diane Kruger), Martin leaps into a perplexing situation that will force him to discover how far he is willing to go for the truth.
            ","Feb 18, 2011, Wide"
3623,unplanned,2019,united states,"biography, drama",6000000,19005109,0.8804643024617743,2580217,0.1195356975382257,21585326,109,r,94%,42%,"Abby Johnson becomes the youngest clinic director in the history of Planned Parenthood, then a life-changing experience turns her into an anti-abortion activist.
            ","Mar 29, 2019, Wide"
3624,unsane,2018,united states,"drama, horror, mystery, thriller",1500000,7732899,0.5410042577794077,6560702,0.4589957422205922,14293601,98,r,59%,80%,"Sawyer Valentini relocates from Boston to Pennsylvania to escape from the man who's been stalking her for the last two years. While consulting with a therapist, Valentini unwittingly signs in for a voluntary 24-hour commitment to the Highland Creek Behavioral Center. Her stay at the facility soon gets extended when doctors and nurses begin to question her sanity. Sawyer now believes that one of the staffers is her stalker -- and she'll do whatever it takes to stay alive and fight her way out.
            ","Mar 23, 2018, Wide"
3625,unstoppable,2010,united states of america,"thriller, action/adventure, action, drama",95000000,81562942,0.4860565269071747,86242524,0.5139434730928253,167805466,98,pg-13,72%,87%,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of a veteran engineer (Denzel Washington) and a young conductor (Chris Pine), who must risk their lives to save those in the runaway's path. Inspired by true events.
            ","Nov 12, 2010, Wide"
3626,unsung hero,2024,united states of america,"drama, family",6000000,20335239,0.9585614083234584,879092,0.0414385916765416,21214331,113,pg,99%,61%,"Based on a remarkable true story, Unsung Hero follows David Smallbone as he moves his family from Down Under to the States, searching for a brighter future after his successful music company collapses. With nothing more than their seven children, suitcases, and their love of music, David (for KING + COUNTRY's Joel Smallbone) and his pregnant wife Helen (Daisy Betts) set out to rebuild their lives. Helen's faith stands against all odds and inspires her husband and children to hold onto theirs. With their own dreams on hold, David and Helen begin to realize the musical prowess in their children, who would go on to become two of the most successful acts in Inspirational Music history: five-time GRAMMY Award®-winning artists for KING + COUNTRY and Rebecca St. James.
            ","Apr 26, 2024, Wide"
3627,up,2009,united states of america,"adventure, animation, drama, comedy, fantasy, family film",175000000,293004164,0.3985913888000203,442094918,0.6014086111999797,735099082,96,pg,90%,98%,"Carl Fredricksen (Ed Asner), a 78-year-old balloon salesman, is about to fulfill a lifelong dream. Tying thousands of balloons to his house, he flies away to the South American wilderness. But curmudgeonly Carl's worst nightmare comes true when he discovers a little boy named Russell is a stowaway aboard the balloon-powered house.
            ","May 29, 2009, Wide"
3628,up in the air,2009,united states of america,"romantic comedy, comedy-drama, drama, comedy, film adaptation, romantic drama, romance film",30000000,83823381,0.5024095234974535,83019358,0.4975904765025465,166842739,109,r,79%,90%,"An idea from a young, new co-worker (Anna Kendrick) would put an end to the constant travel of corporate downsizer Ryan Bingham (George Clooney), so he takes her on a tour to demonstrate the importance of face-to-face meetings with those they must fire. While mentoring his colleague, he arranges hookups with another frequent-flier (Vera Farmiga), and his developing feelings for the woman prompt him to see others in a new light.
            ","Dec 23, 2009, Wide"
3629,upgrade,2018,australia,"action, sci-fi, thriller",3000000,11977130,0.7169066505134473,4729550,0.2830933494865527,16706680,100,r,88%,88%,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure -- an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility -- skills he uses to seek revenge against the thugs who destroyed his life.
            ","Jun 1, 2018, Wide"
3630,upside down,2012,"france, canada","romance film, drama",50000000,105095,0.0039823772747996,26284921,0.9960176227252004,26390016,109,pg-13,42%,29%,"Though it is forbidden, a man devises a way to reunite with a long-lost love from the twin world that sits just above his own.
            ","Mar 15, 2013, Limited"
3631,uptown girls,2003,united states of america,"drama, coming of age, romance film, buddy film, comedy",20000000,37182494,0.8333641658886807,7434848,0.1666358341113193,44617342,92,pg-13,61%,13%,"Molly Gunn (Brittany Murphy) has never worked a day in her life and has lived like a queen since her father, a famous rock 'n' roll star, died and left her his fortune. But everything changes when Molly realizes that her manager has stolen her money. She lands a job as a nanny for Ray (Dakota Fanning), a young girl whose serious attitude is the opposite of Molly's carefree one. With help from her boyfriend, Neal (Jesse Spencer), Molly tries to bond with Ray and learn how to be an adult.
            ","Aug 15, 2003, Wide"
3632,urban legend,1998,"united states of america, france","horror, slasher, teen",14000000,38072438,0.524937273874861,34455157,0.475062726125139,72527595,99,r,37%,30%,"A university is beset by a rash of gruesome murders that resemble old urban legends. When her friend Michelle (Natasha Gregson Wagner) is killed by someone hiding in her car, Natalie (Alicia Witt) begins to notice the pattern. Her suspicions grow stronger when her own roommate is strangled to death. Soon the quiet college campus is transformed into hunting grounds for a maniac, and Natalie struggles to find the killer and stop the bloodshed before she becomes the next victim.
            ","Sep 25, 1998, Original"
3633,urban legends: final cut,2000,united states of america,"cult, horror, slasher, teen",15000000,21468807,0.5565563728571843,17105555,0.4434436271428157,38574362,97,r,20%,11%,"At Alpine University, one senior student will be awarded the prestigious Hitchcock Award for best thesis film, virtually guaranteeing the winner a film career in Hollywood. Amy, Travis and Graham are student filmmakers who would love to make it big in Hollywood. But first they've got to survive their last semester at Alpine, a renowned film school where the competition is killer -- and someone is killing the competition.
            ","Sep 22, 2000, Wide"
3634,us,2019,united states of america,"horror, mystery, thriller",20000000,175084580,0.6837447938314024,80982569,0.3162552061685976,256067149,116,r,61%,93%,"Accompanied by her husband, son and daughter, Adelaide Wilson returns to the beachfront home where she grew up as a child. Haunted by a traumatic experience from the past, Adelaide grows increasingly concerned that something bad is going to happen. Her worst fears soon become a reality when four masked strangers descend upon the house, forcing the Wilsons into a fight for survival. When the masks come off, the family is horrified to learn that each attacker takes the appearance of one of them.
            ","Mar 22, 2019, Wide"
3635,v for vendetta,2006,"germany, united states of america",action,50000000,70511035,0.5415005089845757,59703127,0.4584994910154242,130214162,145,r,90%,73%,"Following world war, London is a police state occupied by a fascist government, and a vigilante known only as V (Hugo Weaving) uses terrorist tactics to fight the oppressors of the world in which he now lives. When V saves a young woman named Evey (Natalie Portman) from the secret police, he discovers an ally in his fight against England's oppressors.
            ","Mar 17, 2006, Wide"
